Class no.,Extraversion,Agreeableness,Neuroticism,Conscientiousness,Openness

346,0.545454545454545,0.263157894736842,0.0833333333333333,0.75,0.0555555555555556

346,0.545454545454545,0.263157894736842,0.0833333333333333,0.75,0.0555555555555556

346,0.545454545454545,0.263157894736842,0.0833333333333333,0.75,0.0555555555555556

346,0.545454545454545,0.263157894736842,0.0833333333333333,0.75,0.0555555555555556

346,0.545454545454545,0.263157894736842,0.0833333333333333,0.75,0.0555555555555556

346,0.545454545454545,0.263157894736842,0.0833333333333333,0.75,0.0555555555555556

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

347,0.136363636363636,0.368421052631579,0.0,0.65,0.444444444444444

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

348,0.636363636363636,0.157894736842105,0.0833333333333333,0.35,0.388888888888889

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

349,0.318181818181818,0.368421052631579,0.25,1.0,0.0

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

350,0.727272727272727,0.736842105263158,0.0,0.85,0.388888888888889

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

355,0.772727272727273,0.526315789473684,0.5,0.25,0.444444444444444

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

358,0.545454545454545,0.631578947368421,0.375,0.5,0.5

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

359,0.227272727272727,0.157894736842105,0.125,0.7,0.555555555555556

